agent_id,environment_name,eval_episode_return,frame,normalized_return,seed
FTA,amidar,31.0,0,0.01470502421660734,0
FTA,amidar,45.20000076293945,400000,0.022991189101324302,0
FTA,amidar,42.400001525878906,800000,0.021357297966901386,0
FTA,amidar,31.399999618530273,1200000,0.014938437076810569,0
FTA,amidar,39.0,1600000,0.019373285872673163,0
FTA,amidar,48.20000076293945,2000000,0.024741787222348984,0
FTA,amidar,42.400001525878906,2400000,0.021357297966901386,0
FTA,amidar,63.400001525878906,2800000,0.03361148481407417,0
FTA,amidar,62.0,3200000,0.032794538133862405,0
FTA,amidar,36.20000076293945,3600000,0.017739394738250248,0
FTA,amidar,109.4000015258789,4000000,0.06045398933645265,0
FTA,amidar,125.5999984741211,4400000,0.06990721740918544,0
FTA,amidar,121.0,4800000,0.06722296784734784,0
FTA,amidar,133.8000030517578,5200000,0.07469218827785365,0
FTA,amidar,123.80000305175781,5600000,0.06885686120777137,0
FTA,amidar,125.80000305175781,6000000,0.07002392662178783,0
FTA,amidar,172.8000030517578,6400000,0.09744996385117453,0
FTA,amidar,119.19999694824219,6800000,0.06617260719393253,0
FTA,amidar,120.4000015258789,7200000,0.06687284911354316,0
FTA,amidar,124.5999984741211,7600000,0.06932368470217722,0
FTA,amidar,137.39999389648438,8000000,0.07679290068068177,0
FTA,amidar,163.60000610351562,8400000,0.09208146472749934,0
FTA,amidar,159.1999969482422,8800000,0.08951391547426164,0
FTA,amidar,165.60000610351562,9200000,0.0932485301415158,0
FTA,amidar,210.60000610351562,9600000,0.11950750195688604,0
FTA,amidar,302.79998779296875,10000000,0.17330920685824167,0
FTA,amidar,157.0,10400000,0.08823014529964404,0
FTA,amidar,121.5999984741211,10800000,0.06757308658115253,0
FTA,amidar,131.39999389648438,11200000,0.07329170443863242,0
FTA,amidar,140.39999389648438,11600000,0.07854349880170645,0
FTA,amidar,166.1999969482422,12000000,0.09359864442331924,0
FTA,amidar,136.60000610351562,12400000,0.07632608163827719,0
FTA,amidar,102.80000305175781,12800000,0.0566026743605986,0
FTA,amidar,173.39999389648438,13200000,0.09780007813297797,0
FTA,amidar,110.19999694824219,13600000,0.060920812830858484,0
FTA,amidar,145.60000610351562,14000000,0.08157787600135123,0
FTA,amidar,79.19999694824219,14400000,0.042831298913603426,0
FTA,amidar,201.8000030517578,14800000,0.11437241235441314,0
FTA,amidar,189.8000030517578,15200000,0.1073700198703144,0
FTA,amidar,199.0,15600000,0.11273851899398961,0
FTA,amidar,147.1999969482422,16000000,0.0825115229901629,0
FTA,amidar,95.0,16400000,0.05205111746513392,0
FTA,amidar,155.39999389648438,16800000,0.08729648940682988,0
FTA,amidar,139.39999389648438,17200000,0.07795996609469823,0
FTA,amidar,173.0,17600000,0.09756666861177568,0
FTA,amidar,131.1999969482422,18000000,0.07317499967803127,0
FTA,amidar,217.1999969482422,18400000,0.12335881248073885,0
FTA,amidar,138.39999389648438,18800000,0.07737643338769,0
FTA,amidar,121.0,19200000,0.06722296784734784,0
FTA,amidar,146.1999969482422,19600000,0.08192799028315467,0
FTA,amidar,155.0,20000000,0.08706307988562759,0
FTA,amidar,208.8000030517578,20400000,0.11845714130347074,0
FTA,amidar,135.0,20800000,0.07539242574546302,0
FTA,amidar,195.39999389648438,21200000,0.11063779768715899,0
FTA,amidar,154.39999389648438,21600000,0.08671295669982165,0
FTA,amidar,181.60000610351562,22000000,0.10258505345364743,0
FTA,amidar,169.60000610351562,22400000,0.0955826609695487,0
FTA,amidar,166.60000610351562,22800000,0.09383206284852402,0
FTA,amidar,123.5999984741211,23200000,0.06874015199516899,0
FTA,amidar,118.19999694824219,23600000,0.0655890744869243,0
FTA,amidar,190.0,24000000,0.10748672463091555,0
FTA,amidar,133.0,24400000,0.07422536033144658,0
FTA,amidar,149.1999969482422,24800000,0.08367858840417937,0
FTA,amidar,155.39999389648438,25200000,0.08729648940682988,0
FTA,amidar,200.0,25600000,0.11332205170099784,0
FTA,amidar,152.39999389648438,26000000,0.0855458912858052,0
FTA,amidar,156.0,26400000,0.08764661259263581,0
FTA,amidar,149.8000030517578,26800000,0.08402871158998529,0
FTA,amidar,179.8000030517578,27200000,0.10153469280023213,0
FTA,amidar,138.39999389648438,27600000,0.07737643338769,0
FTA,amidar,96.4000015258789,28000000,0.052868064145345686,0
FTA,amidar,181.1999969482422,28400000,0.10235163502844265,0
FTA,amidar,132.8000030517578,28800000,0.07410865557084544,0
FTA,amidar,140.1999969482422,29200000,0.07842679404110531,0
FTA,amidar,152.1999969482422,29600000,0.08542918652520405,0
FTA,amidar,137.1999969482422,30000000,0.07667619592008063,0
FTA,amidar,153.1999969482422,30400000,0.08601271923221228,0
FTA,amidar,202.0,30800000,0.11448911711501429,0
FTA,amidar,167.0,31200000,0.09406547236972632,0
FTA,amidar,196.39999389648438,31600000,0.11122133039416722,0
FTA,amidar,212.8000030517578,32000000,0.12079127213150365,0
FTA,amidar,189.60000610351562,32400000,0.10725331510971325,0
FTA,amidar,157.39999389648438,32800000,0.08846355482084634,0
FTA,amidar,156.1999969482422,33200000,0.08776331735323696,0
FTA,amidar,160.0,33600000,0.08998074342066872,0
FTA,amidar,165.1999969482422,34000000,0.09301511171631101,0
