Method,Return,Seed,Step,Task
FTA,-5.0,0,953,Pixelcopter-PLE-v0
FTA,-4.0,0,966,Pixelcopter-PLE-v0
FTA,-4.0,0,979,Pixelcopter-PLE-v0
FTA,-5.0,0,983,Pixelcopter-PLE-v0
FTA,-3.0,0,1002,Pixelcopter-PLE-v0
FTA,-5.0,0,1006,Pixelcopter-PLE-v0
FTA,-2.0,0,1031,Pixelcopter-PLE-v0
FTA,-5.0,0,1035,Pixelcopter-PLE-v0
FTA,-3.0,0,1053,Pixelcopter-PLE-v0
FTA,-5.0,0,1058,Pixelcopter-PLE-v0
FTA,-5.0,0,1063,Pixelcopter-PLE-v0
FTA,-5.0,0,1070,Pixelcopter-PLE-v0
FTA,-2.0,0,1098,Pixelcopter-PLE-v0
FTA,-2.0,0,1123,Pixelcopter-PLE-v0
FTA,-2.0,0,1146,Pixelcopter-PLE-v0
FTA,-4.0,0,1158,Pixelcopter-PLE-v0
FTA,-1.0,0,1189,Pixelcopter-PLE-v0
FTA,-4.0,0,1199,Pixelcopter-PLE-v0
FTA,-5.0,0,1203,Pixelcopter-PLE-v0
FTA,3.0,0,1259,Pixelcopter-PLE-v0
FTA,-2.0,0,1286,Pixelcopter-PLE-v0
FTA,2.0,0,1336,Pixelcopter-PLE-v0
FTA,-2.0,0,1360,Pixelcopter-PLE-v0
FTA,1.0,0,1404,Pixelcopter-PLE-v0
FTA,-2.0,0,1428,Pixelcopter-PLE-v0
FTA,2.0,0,1478,Pixelcopter-PLE-v0
FTA,-3.0,0,1498,Pixelcopter-PLE-v0
FTA,7.0,0,1574,Pixelcopter-PLE-v0
FTA,-4.0,0,1588,Pixelcopter-PLE-v0
FTA,-2.0,0,1612,Pixelcopter-PLE-v0
FTA,0.0,0,1652,Pixelcopter-PLE-v0
FTA,1.0,0,1694,Pixelcopter-PLE-v0
FTA,0.0,0,1729,Pixelcopter-PLE-v0
FTA,-1.0,0,1761,Pixelcopter-PLE-v0
FTA,7.0,0,1836,Pixelcopter-PLE-v0
FTA,6.0,0,1914,Pixelcopter-PLE-v0
FTA,-2.0,0,1939,Pixelcopter-PLE-v0
FTA,1.0,0,1981,Pixelcopter-PLE-v0
FTA,-1.0,0,2012,Pixelcopter-PLE-v0
FTA,10.0,0,2105,Pixelcopter-PLE-v0
FTA,7.0,0,2186,Pixelcopter-PLE-v0
FTA,0.0,0,2224,Pixelcopter-PLE-v0
FTA,4.0,0,2285,Pixelcopter-PLE-v0
FTA,2.0,0,2333,Pixelcopter-PLE-v0
FTA,11.0,0,2431,Pixelcopter-PLE-v0
FTA,0.0,0,2466,Pixelcopter-PLE-v0
FTA,6.0,0,2537,Pixelcopter-PLE-v0
FTA,1.0,0,2579,Pixelcopter-PLE-v0
FTA,-1.0,0,2610,Pixelcopter-PLE-v0
FTA,-1.0,0,2639,Pixelcopter-PLE-v0
FTA,-2.0,0,2665,Pixelcopter-PLE-v0
FTA,-1.0,0,2694,Pixelcopter-PLE-v0
FTA,4.0,0,2756,Pixelcopter-PLE-v0
FTA,3.0,0,2810,Pixelcopter-PLE-v0
FTA,-3.0,0,2828,Pixelcopter-PLE-v0
FTA,-1.0,0,2860,Pixelcopter-PLE-v0
FTA,9.0,0,2946,Pixelcopter-PLE-v0
FTA,16.0,0,3079,Pixelcopter-PLE-v0
FTA,5.0,0,3142,Pixelcopter-PLE-v0
FTA,2.0,0,3190,Pixelcopter-PLE-v0
FTA,2.0,0,3243,Pixelcopter-PLE-v0
FTA,-1.0,0,3274,Pixelcopter-PLE-v0
FTA,-2.0,0,3302,Pixelcopter-PLE-v0
FTA,-1.0,0,3332,Pixelcopter-PLE-v0
FTA,-1.0,0,3364,Pixelcopter-PLE-v0
FTA,3.0,0,3420,Pixelcopter-PLE-v0
FTA,3.0,0,3475,Pixelcopter-PLE-v0
FTA,1.0,0,3516,Pixelcopter-PLE-v0
FTA,1.0,0,3557,Pixelcopter-PLE-v0
FTA,4.0,0,3622,Pixelcopter-PLE-v0
FTA,-1.0,0,3653,Pixelcopter-PLE-v0
FTA,5.0,0,3721,Pixelcopter-PLE-v0
FTA,-1.0,0,3755,Pixelcopter-PLE-v0
FTA,5.0,0,3823,Pixelcopter-PLE-v0
FTA,-1.0,0,3854,Pixelcopter-PLE-v0
FTA,0.0,0,3891,Pixelcopter-PLE-v0
FTA,0.0,0,3928,Pixelcopter-PLE-v0
FTA,0.0,0,3965,Pixelcopter-PLE-v0
FTA,1.0,0,4009,Pixelcopter-PLE-v0
FTA,-2.0,0,4036,Pixelcopter-PLE-v0
FTA,2.0,0,4086,Pixelcopter-PLE-v0
FTA,-2.0,0,4113,Pixelcopter-PLE-v0
FTA,0.0,0,4148,Pixelcopter-PLE-v0
FTA,5.0,0,4216,Pixelcopter-PLE-v0
FTA,-1.0,0,4246,Pixelcopter-PLE-v0
FTA,6.0,0,4323,Pixelcopter-PLE-v0
FTA,20.0,0,4480,Pixelcopter-PLE-v0
FTA,-1.0,0,4513,Pixelcopter-PLE-v0
FTA,-1.0,0,4545,Pixelcopter-PLE-v0
FTA,0.0,0,4581,Pixelcopter-PLE-v0
FTA,2.0,0,4630,Pixelcopter-PLE-v0
FTA,7.0,0,4709,Pixelcopter-PLE-v0
FTA,5.0,0,4777,Pixelcopter-PLE-v0
FTA,1.0,0,4819,Pixelcopter-PLE-v0
FTA,0.0,0,4855,Pixelcopter-PLE-v0
FTA,0.0,0,4891,Pixelcopter-PLE-v0
FTA,6.0,0,4964,Pixelcopter-PLE-v0
FTA,6.0,0,5038,Pixelcopter-PLE-v0
