Method,Return,Seed,Step,Task
ReLU,40.0,1,217739,Pixelcopter-PLE-v0
ReLU,33.0,1,217965,Pixelcopter-PLE-v0
ReLU,1.0,1,218008,Pixelcopter-PLE-v0
ReLU,7.0,1,218087,Pixelcopter-PLE-v0
ReLU,86.0,1,218587,Pixelcopter-PLE-v0
ReLU,86.0,1,219087,Pixelcopter-PLE-v0
ReLU,48.0,1,219394,Pixelcopter-PLE-v0
ReLU,19.0,1,219542,Pixelcopter-PLE-v0
ReLU,6.0,1,219614,Pixelcopter-PLE-v0
ReLU,41.0,1,219889,Pixelcopter-PLE-v0
ReLU,86.0,1,220389,Pixelcopter-PLE-v0
ReLU,13.0,1,220500,Pixelcopter-PLE-v0
ReLU,9.0,1,220585,Pixelcopter-PLE-v0
ReLU,28.0,1,220782,Pixelcopter-PLE-v0
ReLU,57.0,1,221147,Pixelcopter-PLE-v0
ReLU,41.0,1,221415,Pixelcopter-PLE-v0
ReLU,1.0,1,221458,Pixelcopter-PLE-v0
ReLU,1.0,1,221501,Pixelcopter-PLE-v0
ReLU,85.0,1,222001,Pixelcopter-PLE-v0
ReLU,66.0,1,222408,Pixelcopter-PLE-v0
ReLU,36.0,1,222651,Pixelcopter-PLE-v0
ReLU,-2.0,1,222676,Pixelcopter-PLE-v0
ReLU,42.0,1,222956,Pixelcopter-PLE-v0
ReLU,19.0,1,223105,Pixelcopter-PLE-v0
ReLU,41.0,1,223379,Pixelcopter-PLE-v0
ReLU,9.0,1,223467,Pixelcopter-PLE-v0
ReLU,7.0,1,223542,Pixelcopter-PLE-v0
ReLU,86.0,1,224042,Pixelcopter-PLE-v0
ReLU,86.0,1,224542,Pixelcopter-PLE-v0
ReLU,2.0,1,224594,Pixelcopter-PLE-v0
ReLU,18.0,1,224737,Pixelcopter-PLE-v0
ReLU,26.0,1,224925,Pixelcopter-PLE-v0
ReLU,68.0,1,225349,Pixelcopter-PLE-v0
ReLU,39.0,1,225611,Pixelcopter-PLE-v0
ReLU,6.0,1,225689,Pixelcopter-PLE-v0
ReLU,79.0,1,226182,Pixelcopter-PLE-v0
ReLU,86.0,1,226682,Pixelcopter-PLE-v0
ReLU,74.0,1,227140,Pixelcopter-PLE-v0
ReLU,23.0,1,227308,Pixelcopter-PLE-v0
ReLU,28.0,1,227507,Pixelcopter-PLE-v0
ReLU,56.0,1,227869,Pixelcopter-PLE-v0
ReLU,18.0,1,228005,Pixelcopter-PLE-v0
ReLU,56.0,1,228364,Pixelcopter-PLE-v0
ReLU,-1.0,1,228395,Pixelcopter-PLE-v0
ReLU,57.0,1,228754,Pixelcopter-PLE-v0
ReLU,2.0,1,228802,Pixelcopter-PLE-v0
ReLU,31.0,1,229014,Pixelcopter-PLE-v0
ReLU,67.0,1,229429,Pixelcopter-PLE-v0
ReLU,10.0,1,229524,Pixelcopter-PLE-v0
ReLU,33.0,1,229750,Pixelcopter-PLE-v0
ReLU,86.0,1,230250,Pixelcopter-PLE-v0
ReLU,22.0,1,230417,Pixelcopter-PLE-v0
ReLU,13.0,1,230523,Pixelcopter-PLE-v0
ReLU,86.0,1,231023,Pixelcopter-PLE-v0
ReLU,45.0,1,231323,Pixelcopter-PLE-v0
ReLU,8.0,1,231405,Pixelcopter-PLE-v0
ReLU,85.0,1,231905,Pixelcopter-PLE-v0
ReLU,39.0,1,232167,Pixelcopter-PLE-v0
ReLU,18.0,1,232311,Pixelcopter-PLE-v0
ReLU,2.0,1,232362,Pixelcopter-PLE-v0
ReLU,0.0,1,232399,Pixelcopter-PLE-v0
ReLU,18.0,1,232543,Pixelcopter-PLE-v0
ReLU,53.0,1,232879,Pixelcopter-PLE-v0
ReLU,86.0,1,233379,Pixelcopter-PLE-v0
ReLU,40.0,1,233650,Pixelcopter-PLE-v0
ReLU,15.0,1,233775,Pixelcopter-PLE-v0
ReLU,77.0,1,234247,Pixelcopter-PLE-v0
ReLU,22.0,1,234410,Pixelcopter-PLE-v0
ReLU,17.0,1,234547,Pixelcopter-PLE-v0
ReLU,41.0,1,234820,Pixelcopter-PLE-v0
ReLU,39.0,1,235076,Pixelcopter-PLE-v0
ReLU,41.0,1,235350,Pixelcopter-PLE-v0
ReLU,15.0,1,235472,Pixelcopter-PLE-v0
ReLU,57.0,1,235837,Pixelcopter-PLE-v0
ReLU,7.0,1,235918,Pixelcopter-PLE-v0
ReLU,5.0,1,235986,Pixelcopter-PLE-v0
ReLU,50.0,1,236302,Pixelcopter-PLE-v0
ReLU,-2.0,1,236327,Pixelcopter-PLE-v0
ReLU,19.0,1,236470,Pixelcopter-PLE-v0
ReLU,16.0,1,236601,Pixelcopter-PLE-v0
ReLU,15.0,1,236726,Pixelcopter-PLE-v0
ReLU,1.0,1,236771,Pixelcopter-PLE-v0
ReLU,18.0,1,236906,Pixelcopter-PLE-v0
ReLU,28.0,1,237099,Pixelcopter-PLE-v0
ReLU,20.0,1,237249,Pixelcopter-PLE-v0
ReLU,19.0,1,237393,Pixelcopter-PLE-v0
ReLU,3.0,1,237447,Pixelcopter-PLE-v0
ReLU,0.0,1,237484,Pixelcopter-PLE-v0
ReLU,13.0,1,237596,Pixelcopter-PLE-v0
ReLU,3.0,1,237650,Pixelcopter-PLE-v0
ReLU,30.0,1,237862,Pixelcopter-PLE-v0
ReLU,86.0,1,238362,Pixelcopter-PLE-v0
ReLU,19.0,1,238505,Pixelcopter-PLE-v0
ReLU,24.0,1,238681,Pixelcopter-PLE-v0
ReLU,5.0,1,238748,Pixelcopter-PLE-v0
ReLU,85.0,1,239248,Pixelcopter-PLE-v0
ReLU,19.0,1,239393,Pixelcopter-PLE-v0
ReLU,34.0,1,239624,Pixelcopter-PLE-v0
ReLU,44.0,1,239919,Pixelcopter-PLE-v0
ReLU,72.0,1,240367,Pixelcopter-PLE-v0
ReLU,16.0,1,240498,Pixelcopter-PLE-v0
ReLU,5.0,1,240566,Pixelcopter-PLE-v0
ReLU,58.0,1,240932,Pixelcopter-PLE-v0
ReLU,38.0,1,241187,Pixelcopter-PLE-v0
ReLU,53.0,1,241521,Pixelcopter-PLE-v0
ReLU,28.0,1,241723,Pixelcopter-PLE-v0
ReLU,-5.0,1,241727,Pixelcopter-PLE-v0
ReLU,30.0,1,241939,Pixelcopter-PLE-v0
ReLU,59.0,1,242318,Pixelcopter-PLE-v0
ReLU,85.0,1,242818,Pixelcopter-PLE-v0
ReLU,67.0,1,243233,Pixelcopter-PLE-v0
ReLU,87.0,1,243733,Pixelcopter-PLE-v0
ReLU,70.0,1,244168,Pixelcopter-PLE-v0
ReLU,12.0,1,244274,Pixelcopter-PLE-v0
ReLU,56.0,1,244633,Pixelcopter-PLE-v0
ReLU,54.0,1,244982,Pixelcopter-PLE-v0
ReLU,59.0,1,245346,Pixelcopter-PLE-v0
ReLU,19.0,1,245490,Pixelcopter-PLE-v0
ReLU,16.0,1,245621,Pixelcopter-PLE-v0
ReLU,73.0,1,246074,Pixelcopter-PLE-v0
ReLU,12.0,1,246183,Pixelcopter-PLE-v0
ReLU,29.0,1,246392,Pixelcopter-PLE-v0
ReLU,38.0,1,246644,Pixelcopter-PLE-v0
ReLU,1.0,1,246687,Pixelcopter-PLE-v0
ReLU,42.0,1,246959,Pixelcopter-PLE-v0
ReLU,7.0,1,247040,Pixelcopter-PLE-v0
ReLU,18.0,1,247182,Pixelcopter-PLE-v0
ReLU,74.0,1,247641,Pixelcopter-PLE-v0
ReLU,86.0,1,248141,Pixelcopter-PLE-v0
ReLU,35.0,1,248376,Pixelcopter-PLE-v0
ReLU,51.0,1,248705,Pixelcopter-PLE-v0
ReLU,-1.0,1,248736,Pixelcopter-PLE-v0
ReLU,86.0,1,249236,Pixelcopter-PLE-v0
ReLU,85.0,1,249736,Pixelcopter-PLE-v0
ReLU,86.0,1,250236,Pixelcopter-PLE-v0
ReLU,52.0,1,250572,Pixelcopter-PLE-v0
ReLU,86.0,1,251072,Pixelcopter-PLE-v0
ReLU,86.0,1,251572,Pixelcopter-PLE-v0
ReLU,13.0,1,251676,Pixelcopter-PLE-v0
ReLU,48.0,1,251982,Pixelcopter-PLE-v0
ReLU,16.0,1,252114,Pixelcopter-PLE-v0
ReLU,59.0,1,252488,Pixelcopter-PLE-v0
ReLU,85.0,1,252988,Pixelcopter-PLE-v0
ReLU,4.0,1,253053,Pixelcopter-PLE-v0
ReLU,86.0,1,253553,Pixelcopter-PLE-v0
ReLU,86.0,1,254053,Pixelcopter-PLE-v0
ReLU,86.0,1,254553,Pixelcopter-PLE-v0
ReLU,56.0,1,254904,Pixelcopter-PLE-v0
ReLU,19.0,1,255048,Pixelcopter-PLE-v0
ReLU,86.0,1,255548,Pixelcopter-PLE-v0
ReLU,86.0,1,256048,Pixelcopter-PLE-v0
ReLU,-1.0,1,256079,Pixelcopter-PLE-v0
ReLU,28.0,1,256280,Pixelcopter-PLE-v0
ReLU,86.0,1,256780,Pixelcopter-PLE-v0
ReLU,66.0,1,257193,Pixelcopter-PLE-v0
ReLU,86.0,1,257693,Pixelcopter-PLE-v0
ReLU,42.0,1,257970,Pixelcopter-PLE-v0
ReLU,43.0,1,258253,Pixelcopter-PLE-v0
ReLU,63.0,1,258648,Pixelcopter-PLE-v0
ReLU,2.0,1,258696,Pixelcopter-PLE-v0
ReLU,65.0,1,259105,Pixelcopter-PLE-v0
ReLU,31.0,1,259316,Pixelcopter-PLE-v0
ReLU,49.0,1,259627,Pixelcopter-PLE-v0
ReLU,85.0,1,260127,Pixelcopter-PLE-v0
ReLU,86.0,1,260627,Pixelcopter-PLE-v0
ReLU,86.0,1,261127,Pixelcopter-PLE-v0
ReLU,85.0,1,261627,Pixelcopter-PLE-v0
ReLU,45.0,1,261918,Pixelcopter-PLE-v0
ReLU,17.0,1,262053,Pixelcopter-PLE-v0
ReLU,54.0,1,262396,Pixelcopter-PLE-v0
ReLU,6.0,1,262464,Pixelcopter-PLE-v0
ReLU,86.0,1,262964,Pixelcopter-PLE-v0
ReLU,54.0,1,263307,Pixelcopter-PLE-v0
ReLU,41.0,1,263579,Pixelcopter-PLE-v0
ReLU,58.0,1,263946,Pixelcopter-PLE-v0
ReLU,4.0,1,264007,Pixelcopter-PLE-v0
ReLU,4.0,1,264061,Pixelcopter-PLE-v0
ReLU,3.0,1,264117,Pixelcopter-PLE-v0
ReLU,13.0,1,264231,Pixelcopter-PLE-v0
ReLU,27.0,1,264426,Pixelcopter-PLE-v0
ReLU,41.0,1,264702,Pixelcopter-PLE-v0
ReLU,33.0,1,264933,Pixelcopter-PLE-v0
ReLU,87.0,1,265433,Pixelcopter-PLE-v0
ReLU,18.0,1,265574,Pixelcopter-PLE-v0
ReLU,35.0,1,265817,Pixelcopter-PLE-v0
ReLU,42.0,1,266089,Pixelcopter-PLE-v0
ReLU,41.0,1,266361,Pixelcopter-PLE-v0
ReLU,17.0,1,266499,Pixelcopter-PLE-v0
ReLU,79.0,1,266990,Pixelcopter-PLE-v0
ReLU,24.0,1,267167,Pixelcopter-PLE-v0
ReLU,86.0,1,267667,Pixelcopter-PLE-v0
ReLU,86.0,1,268167,Pixelcopter-PLE-v0
ReLU,56.0,1,268521,Pixelcopter-PLE-v0
ReLU,85.0,1,269021,Pixelcopter-PLE-v0
ReLU,61.0,1,269404,Pixelcopter-PLE-v0
ReLU,87.0,1,269904,Pixelcopter-PLE-v0
ReLU,20.0,1,270062,Pixelcopter-PLE-v0
ReLU,26.0,1,270243,Pixelcopter-PLE-v0
ReLU,31.0,1,270461,Pixelcopter-PLE-v0
ReLU,7.0,1,270533,Pixelcopter-PLE-v0
ReLU,27.0,1,270729,Pixelcopter-PLE-v0
ReLU,54.0,1,271076,Pixelcopter-PLE-v0
ReLU,28.0,1,271267,Pixelcopter-PLE-v0
ReLU,5.0,1,271337,Pixelcopter-PLE-v0
ReLU,86.0,1,271837,Pixelcopter-PLE-v0
ReLU,42.0,1,272118,Pixelcopter-PLE-v0
ReLU,17.0,1,272257,Pixelcopter-PLE-v0
ReLU,86.0,1,272757,Pixelcopter-PLE-v0
ReLU,59.0,1,273129,Pixelcopter-PLE-v0
ReLU,26.0,1,273316,Pixelcopter-PLE-v0
ReLU,86.0,1,273816,Pixelcopter-PLE-v0
ReLU,15.0,1,273941,Pixelcopter-PLE-v0
ReLU,21.0,1,274097,Pixelcopter-PLE-v0
ReLU,86.0,1,274597,Pixelcopter-PLE-v0
ReLU,37.0,1,274848,Pixelcopter-PLE-v0
ReLU,52.0,1,275184,Pixelcopter-PLE-v0
ReLU,9.0,1,275271,Pixelcopter-PLE-v0
ReLU,87.0,1,275771,Pixelcopter-PLE-v0
ReLU,11.0,1,275871,Pixelcopter-PLE-v0
ReLU,13.0,1,275982,Pixelcopter-PLE-v0
ReLU,86.0,1,276482,Pixelcopter-PLE-v0
ReLU,62.0,1,276873,Pixelcopter-PLE-v0
ReLU,46.0,1,277176,Pixelcopter-PLE-v0
ReLU,-1.0,1,277209,Pixelcopter-PLE-v0
ReLU,80.0,1,277707,Pixelcopter-PLE-v0
ReLU,4.0,1,277767,Pixelcopter-PLE-v0
ReLU,67.0,1,278186,Pixelcopter-PLE-v0
ReLU,2.0,1,278234,Pixelcopter-PLE-v0
ReLU,34.0,1,278466,Pixelcopter-PLE-v0
ReLU,42.0,1,278744,Pixelcopter-PLE-v0
ReLU,49.0,1,279057,Pixelcopter-PLE-v0
ReLU,16.0,1,279183,Pixelcopter-PLE-v0
ReLU,7.0,1,279259,Pixelcopter-PLE-v0
ReLU,8.0,1,279340,Pixelcopter-PLE-v0
ReLU,36.0,1,279586,Pixelcopter-PLE-v0
ReLU,73.0,1,280038,Pixelcopter-PLE-v0
ReLU,37.0,1,280288,Pixelcopter-PLE-v0
ReLU,7.0,1,280367,Pixelcopter-PLE-v0
ReLU,16.0,1,280497,Pixelcopter-PLE-v0
ReLU,41.0,1,280769,Pixelcopter-PLE-v0
ReLU,31.0,1,280981,Pixelcopter-PLE-v0
ReLU,71.0,1,281428,Pixelcopter-PLE-v0
ReLU,2.0,1,281478,Pixelcopter-PLE-v0
ReLU,29.0,1,281685,Pixelcopter-PLE-v0
ReLU,86.0,1,282185,Pixelcopter-PLE-v0
ReLU,28.0,1,282385,Pixelcopter-PLE-v0
ReLU,15.0,1,282508,Pixelcopter-PLE-v0
ReLU,41.0,1,282780,Pixelcopter-PLE-v0
ReLU,60.0,1,283157,Pixelcopter-PLE-v0
ReLU,34.0,1,283391,Pixelcopter-PLE-v0
ReLU,86.0,1,283891,Pixelcopter-PLE-v0
ReLU,56.0,1,284251,Pixelcopter-PLE-v0
ReLU,86.0,1,284751,Pixelcopter-PLE-v0
ReLU,31.0,1,284970,Pixelcopter-PLE-v0
ReLU,86.0,1,285470,Pixelcopter-PLE-v0
ReLU,15.0,1,285595,Pixelcopter-PLE-v0
ReLU,17.0,1,285734,Pixelcopter-PLE-v0
ReLU,28.0,1,285927,Pixelcopter-PLE-v0
ReLU,7.0,1,286006,Pixelcopter-PLE-v0
ReLU,26.0,1,286194,Pixelcopter-PLE-v0
ReLU,7.0,1,286269,Pixelcopter-PLE-v0
ReLU,86.0,1,286769,Pixelcopter-PLE-v0
ReLU,86.0,1,287269,Pixelcopter-PLE-v0
ReLU,13.0,1,287380,Pixelcopter-PLE-v0
ReLU,52.0,1,287714,Pixelcopter-PLE-v0
ReLU,3.0,1,287773,Pixelcopter-PLE-v0
ReLU,7.0,1,287856,Pixelcopter-PLE-v0
ReLU,5.0,1,287924,Pixelcopter-PLE-v0
ReLU,9.0,1,288010,Pixelcopter-PLE-v0
ReLU,85.0,1,288510,Pixelcopter-PLE-v0
ReLU,37.0,1,288762,Pixelcopter-PLE-v0
ReLU,38.0,1,289018,Pixelcopter-PLE-v0
ReLU,23.0,1,289184,Pixelcopter-PLE-v0
ReLU,63.0,1,289584,Pixelcopter-PLE-v0
ReLU,85.0,1,290084,Pixelcopter-PLE-v0
ReLU,50.0,1,290398,Pixelcopter-PLE-v0
ReLU,7.0,1,290481,Pixelcopter-PLE-v0
ReLU,16.0,1,290612,Pixelcopter-PLE-v0
ReLU,39.0,1,290875,Pixelcopter-PLE-v0
ReLU,19.0,1,291027,Pixelcopter-PLE-v0
ReLU,86.0,1,291527,Pixelcopter-PLE-v0
ReLU,42.0,1,291802,Pixelcopter-PLE-v0
ReLU,25.0,1,291974,Pixelcopter-PLE-v0
ReLU,51.0,1,292300,Pixelcopter-PLE-v0
ReLU,50.0,1,292617,Pixelcopter-PLE-v0
ReLU,42.0,1,292891,Pixelcopter-PLE-v0
ReLU,0.0,1,292930,Pixelcopter-PLE-v0
ReLU,7.0,1,293012,Pixelcopter-PLE-v0
ReLU,-1.0,1,293043,Pixelcopter-PLE-v0
ReLU,86.0,1,293543,Pixelcopter-PLE-v0
ReLU,86.0,1,294043,Pixelcopter-PLE-v0
ReLU,2.0,1,294094,Pixelcopter-PLE-v0
ReLU,32.0,1,294312,Pixelcopter-PLE-v0
ReLU,41.0,1,294584,Pixelcopter-PLE-v0
ReLU,42.0,1,294856,Pixelcopter-PLE-v0
ReLU,86.0,1,295356,Pixelcopter-PLE-v0
ReLU,54.0,1,295700,Pixelcopter-PLE-v0
ReLU,15.0,1,295825,Pixelcopter-PLE-v0
ReLU,5.0,1,295893,Pixelcopter-PLE-v0
ReLU,16.0,1,296025,Pixelcopter-PLE-v0
ReLU,18.0,1,296169,Pixelcopter-PLE-v0
ReLU,25.0,1,296351,Pixelcopter-PLE-v0
ReLU,20.0,1,296501,Pixelcopter-PLE-v0
ReLU,2.0,1,296550,Pixelcopter-PLE-v0
ReLU,14.0,1,296665,Pixelcopter-PLE-v0
ReLU,6.0,1,296741,Pixelcopter-PLE-v0
ReLU,85.0,1,297241,Pixelcopter-PLE-v0
ReLU,-2.0,1,297266,Pixelcopter-PLE-v0
ReLU,25.0,1,297450,Pixelcopter-PLE-v0
ReLU,3.0,1,297504,Pixelcopter-PLE-v0
ReLU,0.0,1,297541,Pixelcopter-PLE-v0
ReLU,87.0,1,298041,Pixelcopter-PLE-v0
ReLU,19.0,1,298190,Pixelcopter-PLE-v0
ReLU,35.0,1,298429,Pixelcopter-PLE-v0
ReLU,40.0,1,298699,Pixelcopter-PLE-v0
ReLU,31.0,1,298918,Pixelcopter-PLE-v0
ReLU,50.0,1,299239,Pixelcopter-PLE-v0
ReLU,16.0,1,299371,Pixelcopter-PLE-v0
ReLU,30.0,1,299585,Pixelcopter-PLE-v0
ReLU,86.0,1,300085,Pixelcopter-PLE-v0
ReLU,12.0,1,300192,Pixelcopter-PLE-v0
ReLU,86.0,1,300692,Pixelcopter-PLE-v0
ReLU,86.0,1,301192,Pixelcopter-PLE-v0
ReLU,16.0,1,301323,Pixelcopter-PLE-v0
ReLU,17.0,1,301460,Pixelcopter-PLE-v0
ReLU,42.0,1,301732,Pixelcopter-PLE-v0
ReLU,65.0,1,302140,Pixelcopter-PLE-v0
ReLU,85.0,1,302640,Pixelcopter-PLE-v0
ReLU,36.0,1,302883,Pixelcopter-PLE-v0
ReLU,86.0,1,303383,Pixelcopter-PLE-v0
ReLU,86.0,1,303883,Pixelcopter-PLE-v0
ReLU,86.0,1,304383,Pixelcopter-PLE-v0
ReLU,21.0,1,304545,Pixelcopter-PLE-v0
ReLU,56.0,1,304904,Pixelcopter-PLE-v0
ReLU,43.0,1,305193,Pixelcopter-PLE-v0
ReLU,2.0,1,305244,Pixelcopter-PLE-v0
ReLU,15.0,1,305369,Pixelcopter-PLE-v0
ReLU,86.0,1,305869,Pixelcopter-PLE-v0
ReLU,63.0,1,306268,Pixelcopter-PLE-v0
ReLU,86.0,1,306768,Pixelcopter-PLE-v0
ReLU,59.0,1,307143,Pixelcopter-PLE-v0
ReLU,73.0,1,307596,Pixelcopter-PLE-v0
ReLU,30.0,1,307809,Pixelcopter-PLE-v0
ReLU,6.0,1,307880,Pixelcopter-PLE-v0
ReLU,43.0,1,308170,Pixelcopter-PLE-v0
ReLU,85.0,1,308670,Pixelcopter-PLE-v0
ReLU,2.0,1,308723,Pixelcopter-PLE-v0
ReLU,28.0,1,308921,Pixelcopter-PLE-v0
ReLU,85.0,1,309421,Pixelcopter-PLE-v0
ReLU,30.0,1,309632,Pixelcopter-PLE-v0
ReLU,86.0,1,310132,Pixelcopter-PLE-v0
ReLU,18.0,1,310277,Pixelcopter-PLE-v0
ReLU,9.0,1,310364,Pixelcopter-PLE-v0
ReLU,15.0,1,310482,Pixelcopter-PLE-v0
ReLU,86.0,1,310982,Pixelcopter-PLE-v0
ReLU,17.0,1,311120,Pixelcopter-PLE-v0
ReLU,18.0,1,311263,Pixelcopter-PLE-v0
ReLU,28.0,1,311458,Pixelcopter-PLE-v0
ReLU,34.0,1,311689,Pixelcopter-PLE-v0
ReLU,-1.0,1,311720,Pixelcopter-PLE-v0
ReLU,41.0,1,311992,Pixelcopter-PLE-v0
ReLU,27.0,1,312184,Pixelcopter-PLE-v0
ReLU,86.0,1,312684,Pixelcopter-PLE-v0
ReLU,25.0,1,312859,Pixelcopter-PLE-v0
ReLU,85.0,1,313359,Pixelcopter-PLE-v0
ReLU,9.0,1,313447,Pixelcopter-PLE-v0
ReLU,75.0,1,313912,Pixelcopter-PLE-v0
ReLU,50.0,1,314235,Pixelcopter-PLE-v0
ReLU,32.0,1,314457,Pixelcopter-PLE-v0
ReLU,86.0,1,314957,Pixelcopter-PLE-v0
ReLU,46.0,1,315261,Pixelcopter-PLE-v0
ReLU,85.0,1,315761,Pixelcopter-PLE-v0
ReLU,85.0,1,316261,Pixelcopter-PLE-v0
ReLU,18.0,1,316396,Pixelcopter-PLE-v0
ReLU,25.0,1,316577,Pixelcopter-PLE-v0
ReLU,27.0,1,316768,Pixelcopter-PLE-v0
ReLU,29.0,1,316971,Pixelcopter-PLE-v0
ReLU,79.0,1,317461,Pixelcopter-PLE-v0
ReLU,51.0,1,317792,Pixelcopter-PLE-v0
ReLU,87.0,1,318292,Pixelcopter-PLE-v0
ReLU,85.0,1,318792,Pixelcopter-PLE-v0
ReLU,38.0,1,319045,Pixelcopter-PLE-v0
ReLU,40.0,1,319313,Pixelcopter-PLE-v0
ReLU,85.0,1,319813,Pixelcopter-PLE-v0
ReLU,86.0,1,320313,Pixelcopter-PLE-v0
ReLU,86.0,1,320813,Pixelcopter-PLE-v0
ReLU,7.0,1,320894,Pixelcopter-PLE-v0
ReLU,86.0,1,321394,Pixelcopter-PLE-v0
ReLU,21.0,1,321550,Pixelcopter-PLE-v0
ReLU,5.0,1,321613,Pixelcopter-PLE-v0
ReLU,32.0,1,321837,Pixelcopter-PLE-v0
ReLU,31.0,1,322049,Pixelcopter-PLE-v0
ReLU,57.0,1,322408,Pixelcopter-PLE-v0
ReLU,39.0,1,322671,Pixelcopter-PLE-v0
ReLU,61.0,1,323048,Pixelcopter-PLE-v0
ReLU,87.0,1,323548,Pixelcopter-PLE-v0
ReLU,3.0,1,323602,Pixelcopter-PLE-v0
ReLU,86.0,1,324102,Pixelcopter-PLE-v0
ReLU,86.0,1,324602,Pixelcopter-PLE-v0
ReLU,65.0,1,325010,Pixelcopter-PLE-v0
ReLU,64.0,1,325415,Pixelcopter-PLE-v0
ReLU,60.0,1,325793,Pixelcopter-PLE-v0
ReLU,26.0,1,325980,Pixelcopter-PLE-v0
ReLU,49.0,1,326298,Pixelcopter-PLE-v0
ReLU,16.0,1,326428,Pixelcopter-PLE-v0
ReLU,86.0,1,326928,Pixelcopter-PLE-v0
ReLU,86.0,1,327428,Pixelcopter-PLE-v0
ReLU,23.0,1,327596,Pixelcopter-PLE-v0
ReLU,4.0,1,327651,Pixelcopter-PLE-v0
ReLU,52.0,1,327977,Pixelcopter-PLE-v0
ReLU,50.0,1,328297,Pixelcopter-PLE-v0
ReLU,86.0,1,328797,Pixelcopter-PLE-v0
ReLU,17.0,1,328934,Pixelcopter-PLE-v0
ReLU,54.0,1,329281,Pixelcopter-PLE-v0
ReLU,6.0,1,329347,Pixelcopter-PLE-v0
ReLU,-1.0,1,329378,Pixelcopter-PLE-v0
ReLU,86.0,1,329878,Pixelcopter-PLE-v0
ReLU,58.0,1,330243,Pixelcopter-PLE-v0
ReLU,86.0,1,330743,Pixelcopter-PLE-v0
ReLU,34.0,1,330974,Pixelcopter-PLE-v0
ReLU,6.0,1,331052,Pixelcopter-PLE-v0
ReLU,12.0,1,331157,Pixelcopter-PLE-v0
ReLU,7.0,1,331238,Pixelcopter-PLE-v0
ReLU,42.0,1,331512,Pixelcopter-PLE-v0
ReLU,27.0,1,331705,Pixelcopter-PLE-v0
ReLU,14.0,1,331818,Pixelcopter-PLE-v0
ReLU,32.0,1,332038,Pixelcopter-PLE-v0
ReLU,23.0,1,332208,Pixelcopter-PLE-v0
ReLU,18.0,1,332354,Pixelcopter-PLE-v0
ReLU,36.0,1,332597,Pixelcopter-PLE-v0
ReLU,19.0,1,332749,Pixelcopter-PLE-v0
ReLU,12.0,1,332857,Pixelcopter-PLE-v0
ReLU,7.0,1,332938,Pixelcopter-PLE-v0
ReLU,87.0,1,333438,Pixelcopter-PLE-v0
ReLU,85.0,1,333938,Pixelcopter-PLE-v0
ReLU,86.0,1,334438,Pixelcopter-PLE-v0
ReLU,49.0,1,334756,Pixelcopter-PLE-v0
ReLU,85.0,1,335256,Pixelcopter-PLE-v0
ReLU,86.0,1,335756,Pixelcopter-PLE-v0
ReLU,6.0,1,335831,Pixelcopter-PLE-v0
ReLU,49.0,1,336146,Pixelcopter-PLE-v0
ReLU,86.0,1,336646,Pixelcopter-PLE-v0
ReLU,8.0,1,336726,Pixelcopter-PLE-v0
ReLU,15.0,1,336848,Pixelcopter-PLE-v0
ReLU,86.0,1,337348,Pixelcopter-PLE-v0
ReLU,65.0,1,337751,Pixelcopter-PLE-v0
ReLU,32.0,1,337971,Pixelcopter-PLE-v0
ReLU,16.0,1,338102,Pixelcopter-PLE-v0
ReLU,50.0,1,338417,Pixelcopter-PLE-v0
ReLU,86.0,1,338917,Pixelcopter-PLE-v0
ReLU,77.0,1,339393,Pixelcopter-PLE-v0
ReLU,39.0,1,339655,Pixelcopter-PLE-v0
ReLU,17.0,1,339794,Pixelcopter-PLE-v0
ReLU,58.0,1,340159,Pixelcopter-PLE-v0
ReLU,14.0,1,340279,Pixelcopter-PLE-v0
ReLU,78.0,1,340766,Pixelcopter-PLE-v0
ReLU,21.0,1,340922,Pixelcopter-PLE-v0
ReLU,86.0,1,341422,Pixelcopter-PLE-v0
ReLU,76.0,1,341894,Pixelcopter-PLE-v0
ReLU,14.0,1,342015,Pixelcopter-PLE-v0
ReLU,49.0,1,342330,Pixelcopter-PLE-v0
ReLU,2.0,1,342383,Pixelcopter-PLE-v0
ReLU,4.0,1,342445,Pixelcopter-PLE-v0
ReLU,86.0,1,342945,Pixelcopter-PLE-v0
ReLU,19.0,1,343098,Pixelcopter-PLE-v0
ReLU,75.0,1,343563,Pixelcopter-PLE-v0
ReLU,67.0,1,343987,Pixelcopter-PLE-v0
ReLU,85.0,1,344487,Pixelcopter-PLE-v0
ReLU,19.0,1,344637,Pixelcopter-PLE-v0
ReLU,38.0,1,344891,Pixelcopter-PLE-v0
ReLU,25.0,1,345072,Pixelcopter-PLE-v0
ReLU,59.0,1,345447,Pixelcopter-PLE-v0
ReLU,86.0,1,345947,Pixelcopter-PLE-v0
ReLU,13.0,1,346060,Pixelcopter-PLE-v0
ReLU,57.0,1,346421,Pixelcopter-PLE-v0
ReLU,15.0,1,346539,Pixelcopter-PLE-v0
ReLU,85.0,1,347039,Pixelcopter-PLE-v0
ReLU,86.0,1,347539,Pixelcopter-PLE-v0
ReLU,32.0,1,347762,Pixelcopter-PLE-v0
ReLU,4.0,1,347820,Pixelcopter-PLE-v0
ReLU,5.0,1,347888,Pixelcopter-PLE-v0
