agent_id,environment_name,eval_episode_return,frame,normalized_return,seed
LWTA,amidar,33.0,0,0.015872089630623795,0
LWTA,amidar,14.600000381469727,400000,0.005135088044272466,0
LWTA,amidar,36.79999923706055,800000,0.01808951347205494,0
LWTA,amidar,33.0,1200000,0.015872089630623795,0
LWTA,amidar,45.20000076293945,1600000,0.022991189101324302,0
LWTA,amidar,12.0,2000000,0.0036179027834510125,0
LWTA,amidar,81.4000015258789,2400000,0.044115073540222274,0
LWTA,amidar,65.4000015258789,2800000,0.03477855022809063,0
LWTA,amidar,51.599998474121094,3200000,0.026725797090576587,0
LWTA,amidar,106.5999984741211,3600000,0.058820095976029114,0
LWTA,amidar,141.1999969482422,4000000,0.07901032674811354,0
LWTA,amidar,161.39999389648438,4400000,0.09079768564887924,0
LWTA,amidar,101.80000305175781,4800000,0.05601914165359037,0
LWTA,amidar,117.0,5200000,0.06488883701931493,0
LWTA,amidar,126.5999984741211,5600000,0.07049075011619367,0
LWTA,amidar,181.0,6000000,0.1022349302678415,0
LWTA,amidar,142.39999389648438,6400000,0.07971056421572291,0
LWTA,amidar,112.5999984741211,6800000,0.06232129221807848,0
LWTA,amidar,205.0,7200000,0.11623971523603897,0
LWTA,amidar,138.1999969482422,7600000,0.07725972862708885,0
LWTA,amidar,152.0,8000000,0.08531248176460289,0
LWTA,amidar,211.8000030517578,8400000,0.12020773942449542,0
LWTA,amidar,135.8000030517578,8800000,0.0758592536918701,0
LWTA,amidar,183.39999389648438,9200000,0.10363540520306025,0
LWTA,amidar,167.1999969482422,9600000,0.09418217713032746,0
LWTA,amidar,197.60000610351562,10000000,0.11192157676577907,0
LWTA,amidar,196.0,10400000,0.11098792087296493,0
LWTA,amidar,159.39999389648438,10800000,0.08963062023486279,0
LWTA,amidar,148.39999389648438,11200000,0.08321176045777229,0
LWTA,amidar,170.1999969482422,11600000,0.09593277525135215,0
LWTA,amidar,223.60000610351562,12000000,0.12709342714799302,0
LWTA,amidar,210.8000030517578,12400000,0.11962420671748719,0
LWTA,amidar,206.8000030517578,12800000,0.11729007588945428,0
LWTA,amidar,202.0,13200000,0.11448911711501429,0
LWTA,amidar,219.1999969482422,13600000,0.1245258778947553,0
LWTA,amidar,238.60000610351562,14000000,0.13584641775311643,0
LWTA,amidar,170.0,14400000,0.095816070490751,0
LWTA,amidar,250.39999389648438,14800000,0.14273209657261152,0
LWTA,amidar,305.0,15200000,0.17459298593686176,0
LWTA,amidar,196.8000030517578,15600000,0.111454748819372,0
LWTA,amidar,164.60000610351562,16000000,0.09266499743450757,0
LWTA,amidar,212.8000030517578,16400000,0.12079127213150365,0
LWTA,amidar,238.60000610351562,16800000,0.13584641775311643,0
LWTA,amidar,273.0,17200000,0.15591993931259845,0
LWTA,amidar,307.20001220703125,17600000,0.17587676501548183,0
LWTA,amidar,242.0,18000000,0.1378304253953434,0
LWTA,amidar,328.20001220703125,18400000,0.18813095186265463,0
LWTA,amidar,211.8000030517578,18800000,0.12020773942449542,0
LWTA,amidar,361.20001220703125,19200000,0.20738753119392614,0
LWTA,amidar,206.0,19600000,0.1168232479430472,0
LWTA,amidar,270.0,20000000,0.15416934119157377,0
LWTA,amidar,293.6000061035156,20400000,0.16794071663856894,0
LWTA,amidar,298.6000061035156,20800000,0.17085838017361007,0
LWTA,amidar,201.8000030517578,21200000,0.11437241235441314,0
LWTA,amidar,266.6000061035156,21600000,0.1521853335493468,0
LWTA,amidar,236.1999969482422,22000000,0.13444593391389517,0
LWTA,amidar,300.20001220703125,22400000,0.17179203606642424,0
LWTA,amidar,67.80000305175781,22800000,0.03617902961531062,0
LWTA,amidar,216.39999389648438,23200000,0.12289198453433177,0
LWTA,amidar,214.0,23600000,0.12149150959911302,0
LWTA,amidar,256.3999938964844,24000000,0.14623329281466088,0
LWTA,amidar,104.80000305175781,24400000,0.05776973977461505,0
LWTA,amidar,314.3999938964844,24800000,0.1800781898211381,0
LWTA,amidar,312.3999938964844,25200000,0.17891112440712165,0
LWTA,amidar,353.3999938964844,25600000,0.20283596539445897,0
LWTA,amidar,146.39999389648438,26000000,0.08204469504375583,0
LWTA,amidar,337.79998779296875,26400000,0.19373285160352963,0
LWTA,amidar,327.6000061035156,26800000,0.1877808286768487,0
LWTA,amidar,297.0,27200000,0.16992472428079594,0
LWTA,amidar,370.20001220703125,27600000,0.21263932555700019,0
LWTA,amidar,334.3999938964844,28000000,0.19174884396130265,0
LWTA,amidar,347.20001220703125,28400000,0.19921807329581095,0
LWTA,amidar,370.20001220703125,28800000,0.21263932555700019,0
LWTA,amidar,235.60000610351562,29200000,0.13409581963209175,0
LWTA,amidar,217.0,29600000,0.1232421077201377,0
LWTA,amidar,311.20001220703125,30000000,0.17821089584351474,0
LWTA,amidar,378.0,30400000,0.21719087354846237,0
LWTA,amidar,327.20001220703125,30800000,0.1875474191556464,0
LWTA,amidar,430.79998779296875,31200000,0.2480013933552948,0
LWTA,amidar,377.0,31600000,0.21660734084145414,0
LWTA,amidar,397.3999938964844,32000000,0.228511404502821,0
LWTA,amidar,334.0,32400000,0.19151543444010036,0
LWTA,amidar,279.20001220703125,32800000,0.15953784921925146,0
LWTA,amidar,442.6000061035156,33200000,0.2548870899827949,0
LWTA,amidar,451.79998779296875,33600000,0.2602555802024676,0
LWTA,amidar,156.60000610351562,34000000,0.08799673577844173,0
LWTA,amidar,416.0,34400000,0.23936511641477504,0
LWTA,amidar,271.3999938964844,34800000,0.1549862834197843,0
LWTA,amidar,392.79998779296875,35200000,0.22582715048898216,0
LWTA,amidar,199.39999389648438,35600000,0.1129719285151919,0
LWTA,amidar,355.79998779296875,36000000,0.20423644032967772,0
LWTA,amidar,349.6000061035156,36400000,0.2006185482310297,0
LWTA,amidar,417.0,36800000,0.23994864912178326,0
LWTA,amidar,422.0,37200000,0.2428663126568244,0
LWTA,amidar,472.6000061035156,37600000,0.27239307119304174,0
LWTA,amidar,293.0,38000000,0.167590593452763,0
LWTA,amidar,358.6000061035156,38400000,0.20587034259410375,0
LWTA,amidar,345.0,38800000,0.19793429421719086,0
LWTA,amidar,418.20001220703125,39200000,0.24064889549339513,0
LWTA,amidar,459.3999938964844,39600000,0.26469043233733114,0
LWTA,amidar,399.79998779296875,40000000,0.22991187943803976,0
LWTA,amidar,316.79998779296875,40400000,0.18147866475635685,0
LWTA,amidar,369.0,40800000,0.21193907918538832,0
LWTA,amidar,299.20001220703125,41200000,0.171208503359416,0
LWTA,amidar,466.0,41600000,0.2685417517651864,0
LWTA,amidar,451.6000061035156,42000000,0.26013888434586896,0
LWTA,amidar,541.4000244140625,42400000,0.3125401321200108,0
LWTA,amidar,458.3999938964844,42800000,0.2641068996303229,0
LWTA,amidar,510.3999938964844,43200000,0.29445060039475074,0
LWTA,amidar,171.0,43600000,0.09639960319775923,0
LWTA,amidar,507.6000061035156,44000000,0.2928167159383297,0
LWTA,amidar,476.0,44400000,0.2743770788352687,0
LWTA,amidar,365.20001220703125,44800000,0.20972166202195905,0
LWTA,amidar,515.7999877929688,45200000,0.2976016734509942,0
LWTA,amidar,394.0,45600000,0.22652739686059403,0
LWTA,amidar,467.3999938964844,46000000,0.26935869399339696,0
LWTA,amidar,483.20001220703125,46400000,0.2785785214489299,0
